DOI,Title,Authors,Abstract,Venue (Year),Article URL,PDF URL
10.1016/j.enpol.2017.10.044,A ‘Regional Energy Hub’ for achieving a low-carbon energy transition,"Burak Guler, Emre Çelebi, Jatin Nathwani",The transition to a low-carbon energy economy will remain a cornerstone of national energy policies of countries committed to the climate change accord for decades to come. We think that transmission investment is one ...,Energy Policy (2018),https://www.mendeley.com/catalogue/api/pdf/c7201299-5417-3440-9c75-b1c64299914a/?doi=10.1016%2Fj.enpol.2017.10.044,https://www.mendeley.com/catalogue/regional-energy-hub-achieving-lowcarbon-energy-transition
10.1016/j.landurbplan.2018.10.013,Aboriginal yards in remote Australia: Adapting landscapes for indigenous housing,"Timothy O'Rourke, Daphne Nash","As the global predictions and effects of climate change have been emerging in recent years, thermal comfort is a growing concern for the marginalised, remote populations of the world including First Nations peoples. This paper ...",Landscape and Urban Planning (2019),https://www.mendeley.com/catalogue/api/pdf/f7c9a030-8b68-3798-9b23-0997c1bfac8f/?doi=10.1016%2Fj.landurbplan.2018.10.013,https://www.mendeley.com/catalogue/aboriginal-yards-remote-australia-adapting-landscapes-indigenous-housing
10.1016/j.apgeog.2018.05.011,Aboveground biomass estimation using multi-sensor data synergy and machine learning algorithms in a dense tropical forest,"Sujit Madhab Ghosh, Mukunda Dev Behera","Forest aboveground biomass (AGB) is an important factor for tracking global carbon cycle to tackle the impact of climate change. Among all available remote sensing data and methods, Synthetic Aperture Radar (SAR) data in combination ...",Applied Geography (2018),https://www.mendeley.com/catalogue/api/pdf/2f004664-b296-39b5-85a3-1f98168eefb2/?doi=10.1016%2Fj.apgeog.2018.05.011,https://www.mendeley.com/catalogue/aboveground-biomass-estimation-using-multisensor-data-synergy-machine-learning-algorithms-dense-trop
10.1016/j.actao.2018.05.007,"Abrupt and gradual temperature changes influence on the climatic suitability of Northwestern Alpine grapevine-growing regions for the invasive grape leafhopper Scaphoideus titanus Ball (Hemiptera, Cicadellidae)","Ivo Ercole Rigamonti, Luigi Mariani, Gabriele Cola, Mauro Jermini, Johann Baumgärtner",The paper aims to elucidate the influence of abrupt and gradual climate changes on the suitability for colonization of Scaphoideus titanus populations in grapevine-growing areas of the Northwestern Alpine region. This study spans several ...,Acta Oecologica (2018),https://www.mendeley.com/catalogue/api/pdf/a5f50216-636c-313b-a041-8e3d358c5dd7/?doi=10.1016%2Fj.actao.2018.05.007,https://www.mendeley.com/catalogue/abrupt-gradual-temperature-changes-influence-climatic-suitability-northwestern-alpine-grapevinegrowi
10.1016/j.plaphy.2017.12.016,Abscisic acid mediated differential growth responses of root and shoot of Vigna radiata (L.) Wilczek seedlings under water stress,"Satyajit Das, Rup Kumar Kar","... of water stress or ABA, neither NOX activity nor ROS accumulation was significantly detected upon these treatments. Overall activity of antioxidant enzymes [superoxide dismutase (SOD, EC 1.15.1.1), peroxidase (POX, EC 1.11 ...",Plant Physiology and Biochemistry (2018),https://www.mendeley.com/catalogue/api/pdf/ea754b18-a0ad-39ef-88f1-be2ff5b72628/?doi=10.1016%2Fj.plaphy.2017.12.016,https://www.mendeley.com/catalogue/abscisic-acid-mediated-differential-growth-responses-root-shoot-vigna-radiata-l-wilczek-seedlings-un
10.1016/j.jclepro.2019.04.109,Academic air travel has a limited influence on professional success,"Seth Wynes, Simon D. Donner, Steuart Tannason, Noni Nabors","Lowering the growth in greenhouse gas emissions from air travel may be critical for avoiding dangerous levels of climate change, and yet some individuals perceive frequent air travel to be critical to their professional success ...",Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/936c8126-5712-39cc-b2d7-60913406a790/?doi=10.1016%2Fj.jclepro.2019.04.109,https://www.mendeley.com/catalogue/academic-air-travel-limited-influence-professional-success
10.1016/j.still.2018.02.001,Accelerated Soil erosion as a source of atmospheric CO 2,Rattan Lal,"Soil erosion, physical transport of soil over the landscape by alluvial and aeolian processes as source of energy, has a strong impact on the global carbon cycle (GCC). Being a light fraction (bulk density of ...",Soil and Tillage Research (2019),https://www.mendeley.com/catalogue/api/pdf/17a14636-4ca8-3909-9ba7-8df16fb3d284/?doi=10.1016%2Fj.still.2018.02.001,https://www.mendeley.com/catalogue/accelerated-soil-erosion-source-atmospheric-co-2
10.1016/j.ecoleng.2019.01.002,Accelerated recovery of calcium carbonate production in coral reefs using low-tech ecological restoration,"J. J.Adolfo Tortolero-Langarica, Alma P. Rodríguez-Troncoso, Amílcar L. Cupul-Magaña, Lucy C. Alarcón-Ortega, Jeimy D. Santiago-Valentín","Ongoing climate change and frequent anomalous thermal events have greatly contributed to the deterioration of coral reefs worldwide, exacerbating declines in coral reef formation and ecosystem service provision. Under this climate change scenario, the development ...",Ecological Engineering (2019),https://www.mendeley.com/catalogue/api/pdf/64bd4d10-fb91-3e7c-be42-298ae5f49e93/?doi=10.1016%2Fj.ecoleng.2019.01.002,https://www.mendeley.com/catalogue/accelerated-recovery-calcium-carbonate-production-coral-reefs-using-lowtech-ecological-restoration
10.1016/j.ecolecon.2018.05.007,Accelerating diffusion of climate-friendly technologies: A network perspective,"Solmaria Halleck-Vega, Antoine Mandel, Katrin Millock","We introduce a methodology to estimate the determinants of the formation of technology diffusion networks from the patterns of technology adoption. We apply this methodology to wind energy, which is one of the key technologies ...",Ecological Economics (2018),https://www.mendeley.com/catalogue/api/pdf/2760bacc-9454-35eb-b3a6-e8546b8b2f8d/?doi=10.1016%2Fj.ecolecon.2018.05.007,https://www.mendeley.com/catalogue/accelerating-diffusion-climatefriendly-technologies-network-perspective
10.1016/j.rse.2018.04.004,"Accelerating glacier mass loss on Franz Josef Land, Russian Arctic","Whyjay Zheng, Matthew E. Pritchard, Michael J. Willis, Paul Tepes, Noel Gourmelen, Toby J. Benham, Julian A. Dowdeswell",The glaciers of the Franz Josef Land (FJL) archipelago in the Russian Arctic are subjected to rapidly-warming temperatures but are small contributors to sea level. We analyze ice surface elevation data derived from satellite ...,Remote Sensing of Environment (2018),https://www.mendeley.com/catalogue/api/pdf/ab07918f-e9b4-3fc6-a485-7122f9143c98/?doi=10.1016%2Fj.rse.2018.04.004,https://www.mendeley.com/catalogue/accelerating-glacier-mass-loss-franz-josef-land-russian-arctic
10.1016/j.enpol.2018.05.046,Acceptance of LNG as an alternative fuel: Determinants and policy implications,"Sarah Pfoser, Oliver Schauer, Yasel Costa",The transport sector causes substantial greenhouse gas emissions and is responsible for the climate change and global warming. Introducing liquefied natural gas (LNG) as an alternative fuel for heavy-duty and long distance transport is ...,Energy Policy (2018),https://www.mendeley.com/catalogue/api/pdf/c53a76cf-92d1-3b6a-872b-17180bcdcb88/?doi=10.1016%2Fj.enpol.2018.05.046,https://www.mendeley.com/catalogue/acceptance-lng-alternative-fuel-determinants-policy-implications
10.1016/j.enpol.2018.09.032,Accessing provincial energy efficiencies in China&#39;s transport sector,"Chunping Xie, Mengqi Bai, Xiaolei Wang","The transport sector is attracting increasingly attention in the context of climate change and sustainable development, for its rapidly growing demand for energy and heavy reliance on oil products. Especially in China, where the demands ...",Energy Policy (2018),https://www.mendeley.com/catalogue/api/pdf/b1fb4994-fe93-372c-8b99-faec7a086de8/?doi=10.1016%2Fj.enpol.2018.09.032,https://www.mendeley.com/catalogue/accessing-provincial-energy-efficiencies-chinas-transport-sector
10.1016/j.cbpb.2017.12.002,"Acclimation capacity of the cardiac HSP70 and HSP90 response to thermal stress in lake trout (Salvelinus namaycush), a stenothermal ice-age relict","Nicholas I. Kelly, Chris C. Wilson, Suzanne Currie, Gary Burness","The ability of cold-adapted species to persist in the face of climate change will depend on the capacity of individuals for thermal acclimation, adaptation, and the degree of physiological variation that exists among populations ...",Comparative Biochemistry and Physiology Part - B: Biochemistry and Molecular Biology (2018),https://www.mendeley.com/catalogue/api/pdf/9e622627-0648-39a0-968e-1efef6e49f8f/?doi=10.1016%2Fj.cbpb.2017.12.002,https://www.mendeley.com/catalogue/acclimation-capacity-cardiac-hsp70-hsp90-response-thermal-stress-lake-trout-salvelinus-namaycush-ste
10.1016/j.agrformet.2017.09.018,Acclimation to higher VPD and temperature minimized negative effects on assimilation and grain yield of wheat,"Muhammad Adil Rashid, Mathias Neumann Andersen, Bernd Wollenweber, Xiying Zhang, Jørgen Eivind Olesen","Adapting to climate change and minimizing its negative impact on crop production requires detailed understanding of the direct and indirect effects of different climate variables (i.e. temperature, VPD). We investigated the direct (via heat ...",Agricultural and Forest Meteorology (2018),https://www.mendeley.com/catalogue/api/pdf/727e0805-4d62-3a6e-92a9-84b6bec1c508/?doi=10.1016%2Fj.agrformet.2017.09.018,https://www.mendeley.com/catalogue/acclimation-higher-vpd-temperature-minimized-negative-effects-assimilation-grain-yield-wheat
10.1016/j.enbuild.2018.08.046,Accommodating thermal features of commercial building systems to mitigate energy consumption in Florida due to global climate change,"Aiyin Jiang, Anna O'Meara",Space cooling plays a major role in the commercial building energy consumption due to hot and humid climate in Florida. Although many studies have found that global warming would cause a decrease in heating requirements ...,Energy and Buildings (2018),https://www.mendeley.com/catalogue/api/pdf/c089d449-da10-37a6-84c9-d04b267319b0/?doi=10.1016%2Fj.enbuild.2018.08.046,https://www.mendeley.com/catalogue/accommodating-thermal-features-commercial-building-systems-mitigate-energy-consumption-florida-due-g
10.1016/j.forpol.2019.01.015,Accountability and reciprocal interests of bilateral forest cooperation under the global forest regime,"Mi Sun Park, Hyowon Lee","... forest cooperation through a case study of the Republic of Korea (ROK). The ROK has shared its knowledge and experiences of successful reforestation in the context of the South-South Cooperation. The cooperation areas, activities ...",Forest Policy and Economics (2019),https://www.mendeley.com/catalogue/api/pdf/2b0219be-4e18-3908-80dd-46b09e06131d/?doi=10.1016%2Fj.forpol.2019.01.015,https://www.mendeley.com/catalogue/accountability-reciprocal-interests-bilateral-forest-cooperation-under-global-forest-regime
10.1016/j.scitotenv.2017.10.032,Accounting for dynamics of mean precipitation in drought projections: A case study of Brazil for the 2050 and 2070 periods,"Freddie Mpelasoka, Joseph L. Awange, Rodrigo Mikosz Goncalves","Changes in drought around the globe are among the most daunting potential effects of climate change. However, changes in droughts are often not well distinguished from changes in aridity levels. As drought constitutes conditions of ...",Science of the Total Environment (2018),https://www.mendeley.com/catalogue/api/pdf/1dd9c51c-2d9a-3a5e-a6c0-28e2bbace055/?doi=10.1016%2Fj.scitotenv.2017.10.032,https://www.mendeley.com/catalogue/accounting-dynamics-mean-precipitation-drought-projections-case-study-brazil-2050-2070-periods-1
10.1016/j.geoderma.2018.02.009,Accounting for soil inorganic carbon in the ecosystem services framework for United Nations sustainable development goals,"G. R. Groshans, E. A. Mikhailova, C. J. Post, M. A. Schlautman","Soil inorganic carbon (SIC) is currently not included in the list of key soil properties related to ecosystem services (e.g., provisioning, regulating, cultural, and supporting services). Soil inorganic carbon is a dynamic key soil ...",Geoderma (2018),https://www.mendeley.com/catalogue/api/pdf/8935b510-5472-32d2-b660-183efd37bf2b/?doi=10.1016%2Fj.geoderma.2018.02.009,https://www.mendeley.com/catalogue/accounting-soil-inorganic-carbon-ecosystem-services-framework-united-nations-sustainable-development
10.1016/j.jclepro.2019.01.153,Accounting for uncertainty in eco-efficient agri-food supply chains: A case study for mushroom production planning,"Aleksander Banasik, Argyris Kanellopoulos, Jacqueline M. Bloemhof-Ruwaard, G. D.H. Claassen","Due to the increasing awareness of climate change, depletion of natural resources, and increasing world population, companies in the agri-food sector need to redesign their existing supply chains and take into account both the ...",Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/c35c517d-cd0a-3f00-8f25-cba08d88f439/?doi=10.1016%2Fj.jclepro.2019.01.153,https://www.mendeley.com/catalogue/accounting-uncertainty-ecoefficient-agrifood-supply-chains-case-study-mushroom-production-planning
10.1016/j.earscirev.2019.04.009,Accounting for uncertainty in remotely-sensed measurements of river planform change,"Mitchell Donovan, Patrick Belmont, Bastiaan Notebaert, Tyrel Coombs, Phillip Larson, Michael Souffront","Increased availability and resolution of remotely-sensed (RS) imagery of Earth&#39;s surface has greatly enhanced the precision, spatial extent, and temporal frequency at which we can analyze river channel migration and width changes. Despite ...",Earth-Science Reviews (2019),https://www.mendeley.com/catalogue/api/pdf/019299b1-86ce-3816-a3bb-46639ca539df/?doi=10.1016%2Fj.earscirev.2019.04.009,https://www.mendeley.com/catalogue/accounting-uncertainty-remotelysensed-measurements-river-planform-change
10.1016/j.jclepro.2018.02.284,Accounting process-related CO2 emissions from global cement production under Shared Socioeconomic Pathways,"Cheng Yao Zhang, Rong Han, Biying Yu, Yi Ming Wei","Cement production is the main source of industrial process-related CO2 emissions, taking up approximately half of total industrial process-related CO2 emissions. However, limited research has investigated the process-related CO2 emissions from global ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/6b92f019-5d7c-3b0e-b7c9-6654b84c8a52/?doi=10.1016%2Fj.jclepro.2018.02.284,https://www.mendeley.com/catalogue/accounting-processrelated-co2-emissions-global-cement-production-under-shared-socioeconomic-pathways
10.1016/j.ecolind.2018.05.059,"Accumulation of arsenic, mercury and heavy metals in lacustrine sediment in relation to eutrophication: Impacts of sources and climate change","Hanxiao Zhang, Shouliang Huo, Kevin M. Yeager, Beidou Xi, Jingtian Zhang, Zhuoshi He, Chunzi Ma, Fengchang Wu","Information on both the climate change and anthropogenic activities on lacustrine ecosystem is of crucial importance for understanding the current state and future development of lake systems. The sediment profiles of arsenic, mercury, other metals ...",Ecological Indicators (2018),https://www.mendeley.com/catalogue/api/pdf/022a1c53-b0eb-3750-a303-11da73a99280/?doi=10.1016%2Fj.ecolind.2018.05.059,https://www.mendeley.com/catalogue/accumulation-arsenic-mercury-heavy-metals-lacustrine-sediment-relation-eutrophication-impacts-source
10.1016/j.jclepro.2017.11.114,Achieving China&#39;s Intended Nationally Determined Contribution and its co-benefits: Effects of the residential sector,"Rui Xing, Tatsuya Hanaoka, Yuko Kanamori, Toshihiko Masui","In preparation for the 21st Conference of Parties (COP21) held in December 2015, the participating parties under the UN Framework Convention on Climate Change (UNFCCC) agreed to submit their own targets for national greenhouse gas ...",Journal of Cleaner Production (2016),https://www.mendeley.com/catalogue/api/pdf/a487b399-8497-3b48-abaa-55bbe812b606/?doi=10.1016%2Fj.jclepro.2017.11.114,https://www.mendeley.com/catalogue/achieving-chinas-intended-nationally-determined-contribution-cobenefits-effects-residential-sector
10.1016/j.healthpol.2019.03.001,Achieving the SDGs: Evaluating indicators to be used to benchmark and monitor progress towards creating healthy and sustainable cities,"Billie Giles-Corti, Melanie Lowe, Jonathan Arundel","In 2016, the World Health Organization declared that ‘Health is one of the most effective markers of any city's successful sustainable development’ (World Health Organisation, 2016). With estimates that around 6.7 billion people ...",Health Policy (2019),https://www.mendeley.com/catalogue/api/pdf/cd483761-0fd0-38f7-83b7-dbba21856d95/?doi=10.1016%2Fj.healthpol.2019.03.001,https://www.mendeley.com/catalogue/achieving-sdgs-evaluating-indicators-used-benchmark-monitor-progress-towards-creating-healthy-sustai
10.1016/j.cosust.2018.05.005,Achieving zero emission in China's urban building sector: opportunities and barriers,"Rui Xing, Tatsuya Hanaoka, Yuko Kanamori, Toshihiko Masui","... is feasible in Chinese cities and there is a certain opportunity to achieve zero carbon emission in China's urban area, but there are some limitations and barriers. In order to widely implement NZEB, China ...",Current Opinion in Environmental Sustainability (2018),https://www.mendeley.com/catalogue/api/pdf/f5fafd56-a49f-3b16-8f8a-551b56d827e7/?doi=10.1016%2Fj.cosust.2018.05.005,https://www.mendeley.com/catalogue/achieving-zero-emission-chinas-urban-building-sector-opportunities-barriers
10.1016/j.habitatint.2018.03.008,Action on climate change mitigation in German and Chinese cities – A search for emerging patterns of accountability,Cathrin Zengerling,"... governance perspectives and identifies the current status of institutional innovations in order to steer action on climate change mitigation in urban environments. To underpin the relevance of the research, it is shown that factual responsibilities ...",Habitat International (2018),https://www.mendeley.com/catalogue/api/pdf/0a01fc3d-6cf0-3b9b-9b32-4a65d96099d6/?doi=10.1016%2Fj.habitatint.2018.03.008,https://www.mendeley.com/catalogue/action-climate-change-mitigation-german-chinese-cities-search-emerging-patterns-accountability
10.1016/j.scienta.2019.03.044,Adaptability and stability of Coffea canephora genotypes cultivated at high altitude and subjected to low temperature during the winter,"Madlles Queiroz Martins, Fábio Luiz Partelli, Adelmo Golynski, Nivaldo de Sousa Pimentel, Adésio Ferreira, Carolina de Oliveira Bernardes, Ana Isabel Ribeiro-Barros, José Cochicho Ramalho","Climate change prospections indicate large fluctuations in terrestrial temperature, what may change the zoning of coffee cultivation. This is particularly true for Coffea canephora (conilon or robusta coffee) to which some suitable areas may become ...",Scientia Horticulturae (2019),https://www.mendeley.com/catalogue/api/pdf/e54a9fda-18d6-3425-b57b-60872b023d1e/?doi=10.1016%2Fj.scienta.2019.03.044,https://www.mendeley.com/catalogue/adaptability-stability-coffea-canephora-genotypes-cultivated-high-altitude-subjected-low-temperature
10.1016/j.gloenvcha.2018.02.012,Adaptation as a political arena: Interrogating sedentarization as climate change adaptation in Central Vietnam,Lily Salloum Lindegaard,"Framings of climate change adaptation are increasingly being contested with implications for how adaptation is understood and carried out. Global framings are seen as producing a universalizing, technocratic domain, and an increasing body of literature ...",Global Environmental Change (2018),https://www.mendeley.com/catalogue/api/pdf/f2af82eb-9d35-3e31-b3c1-51271e3aa2b8/?doi=10.1016%2Fj.gloenvcha.2018.02.012,https://www.mendeley.com/catalogue/adaptation-political-arena-interrogating-sedentarization-climate-change-adaptation-central-vietnam
10.1016/j.ijdrr.2017.12.004,Adaptation by the least vulnerable: Managing climate and disaster risks in Finland,"Karoliina Pilli-Sihvola, Atte Harjanne, Riina Haavisto","Disaster risk reduction (DRR) and climate change adaptation (CCA) literature has traditionally focused on the countries and regions hit hardest by natural hazards. In this paper, we take a different perspective by turning our eyes ...",International Journal of Disaster Risk Reduction (2018),https://www.mendeley.com/catalogue/api/pdf/9c3a9544-c115-329e-be1f-5ab647692af0/?doi=10.1016%2Fj.ijdrr.2017.12.004,https://www.mendeley.com/catalogue/adaptation-least-vulnerable-managing-climate-disaster-risks-finland
10.1016/j.scs.2019.101429,"Adaptation of climate-responsive building design strategies and resilience to climate change in the hot/arid region of Khartoum, Sudan","Mobark M. Osman, Harun Sevinc","Climate change has become one of the most discussed topics in recent decades. Indices show climate alterations have occurred in Khartoum, Sudan, resulting in uncomfortable and challenging-to-manage indoor conditions. In this study, Khartoum ...",Sustainable Cities and Society (2019),https://www.mendeley.com/catalogue/api/pdf/bedded3e-004f-3634-9b0c-0e1660b221ec/?doi=10.1016%2Fj.scs.2019.101429,https://www.mendeley.com/catalogue/adaptation-climateresponsive-building-design-strategies-resilience-climate-change-hotarid-region-kha
10.1016/j.ijheh.2018.10.004,Adaptation of health systems to climate-related migration in Sub-Saharan Africa: Closing the gap,"Maya Negev, Na'ama Teschner, Anat Rosenthal, Hagai Levine, Clara Lew-Levy, Nadav Davidovitch","Health systems worldwide need to be adapted to cope with growing numbers of migrants and to climate-exacerbated morbidity. Heatwaves, water stress, desertification, flooding, and sea level rise are environmental stressors that increase morbidity, mortality ...",International Journal of Hygiene and Environmental Health (2019),https://www.mendeley.com/catalogue/api/pdf/2911abb7-4ba8-3cc5-a3ca-81f1339340f5/?doi=10.1016%2Fj.ijheh.2018.10.004,https://www.mendeley.com/catalogue/adaptation-health-systems-climaterelated-migration-subsaharan-africa-closing-gap
10.1016/j.gloenvcha.2018.01.002,Adaptation privilege and Voluntary Buyouts: Perspectives on ethnocentrism in sea level rise relocation and retreat policies in the US,Elizabeth Marino,The coast is a highly populated environment that is under increasing risk because of sea level rise (SLR) and climate change. Social science predicts that social and political systems will habitually privilege certain communities and ...,Global Environmental Change (2018),https://www.mendeley.com/catalogue/api/pdf/55ea7cc2-bd12-3421-bfc7-ab8202015c39/?doi=10.1016%2Fj.gloenvcha.2018.01.002,https://www.mendeley.com/catalogue/adaptation-privilege-voluntary-buyouts-perspectives-ethnocentrism-sea-level-rise-relocation-retreat
10.1016/j.agwat.2018.03.004,"Adaptation strategies of agriculture and water management to climate change in the Upper Tarim River basin, NW China","Shaochun Huang, Michel Wortmann, Doris Duethmann, Christoph Menz, Fengzhi Shi, Chengyi Zhao, Buda Su, Valentina Krysanova","The Upper Tarim River basin, contributing about 85% of the total inflow to the mainstream Tarim River, is heavily influenced by climate change and human interferences. This study is the first integrated assessment of agriculture ...",Agricultural Water Management (2018),https://www.mendeley.com/catalogue/api/pdf/bf971975-681c-3e98-8324-c307f75d4d08/?doi=10.1016%2Fj.agwat.2018.03.004,https://www.mendeley.com/catalogue/adaptation-strategies-agriculture-water-management-climate-change-upper-tarim-river-basin-nw-china-1
10.1016/j.fcr.2018.07.007,Adaptation strategies to climate change using cotton (Gossypium hirsutum L.) ideotypes in rainfed tropical cropping systems in Sub-Saharan Africa. A modeling approach,"E. Gérardeaux, R. Loison, Oumarou Palaï, B. Sultan","... to reach maturity and has thicker leaves with good photosynthetic capacity. In 2050 in North Cameroon, climate change will shorten time to maturity and cause a shift in the rainy season but neither change will ...",Field Crops Research (2018),https://www.mendeley.com/catalogue/api/pdf/8345353c-2fb5-39da-bd47-dce064cfd915/?doi=10.1016%2Fj.fcr.2018.07.007,https://www.mendeley.com/catalogue/adaptation-strategies-climate-change-using-cotton-gossypium-hirsutum-l-ideotypes-rainfed-tropical-cr
10.1016/j.agrformet.2018.01.032,Adaptation strategies to lessen negative impact of climate change on grain maize under hot climatic conditions: A model-based assessment,"Sajjad Rahimi-Moghaddam, Jafar Kambouzia, Reza Deihimfard","Rise in temperature, particularly in warmer areas, could have a negative effect on maize productivity. However, careful management practices could reduce the effects of high temperatures by altering the sowing dates and type of cultivar ...",Agricultural and Forest Meteorology (2018),https://www.mendeley.com/catalogue/api/pdf/c4867e69-32d0-3d53-8020-cf14e06f8a7f/?doi=10.1016%2Fj.agrformet.2018.01.032,https://www.mendeley.com/catalogue/adaptation-strategies-lessen-negative-impact-climate-change-grain-maize-under-hot-climatic-condition
10.1016/j.ecolecon.2017.12.017,Adaptation to Climate Change in Rainfed Agriculture in the Global South: Soil Biodiversity as Natural Insurance,"Yoro Sidibé, Sébastien Foudi, Unai Pascual, Mette Termansen","Increased drought frequency in many parts of the world, especially in the global South, is expected due to accelerating climate change. We present a bioeconomic model that unpacks the role of soil biodiversity as contributing ...",Ecological Economics (2018),https://www.mendeley.com/catalogue/api/pdf/0ed371f0-1402-33ca-9902-9de4b98e24be/?doi=10.1016%2Fj.ecolecon.2017.12.017,https://www.mendeley.com/catalogue/adaptation-climate-change-rainfed-agriculture-global-south-soil-biodiversity-natural-insurance
10.1016/j.trb.2019.03.016,Adaptation to climate change effects and competition between ports: Invest now or later?,"Laingo M. Randrianarisoa, Anming Zhang","We investigate the size and timing of investment in adaptation to climate change effects for ports, when efficiency of investment is uncertain and the market is competitive. We develop a two-period real options game ...",Transportation Research Part B: Methodological (2019),https://www.mendeley.com/catalogue/api/pdf/b27ac644-6aa0-3431-8dc3-ef0d3fbcb139/?doi=10.1016%2Fj.trb.2019.03.016,https://www.mendeley.com/catalogue/adaptation-climate-change-effects-competition-between-ports-invest-now-later
10.1016/j.envsci.2018.01.011,"Adaptation to climate change in perennial cropping systems: Options, barriers and policy implications","R. P.D. Gunathilaka, James C.R. Smart, Christopher M. Fleming","Plantation crops are likely to be highly vulnerable to climate change because of their long economic life span, their typically non-irrigated cropping pattern and the inability to easily switch crops due to high upfront ...",Environmental Science and Policy (2018),https://www.mendeley.com/catalogue/api/pdf/05f8cff5-17b7-3679-8d61-788381a97761/?doi=10.1016%2Fj.envsci.2018.01.011,https://www.mendeley.com/catalogue/adaptation-climate-change-perennial-cropping-systems-options-barriers-policy-implications
10.1016/j.landusepol.2018.07.030,Adaptation to climate change via adjustment in land leasing: Evidence from dryland wheat farms in the U.S. Pacific Northwest,"Hongliang Zhang, Jianhong E. Mu, Bruce A. McCarl","Land leasing is a possible climate adaptation where risk is shared. We investigate how climate affects dryland wheat farmland rental patterns in the U.S. Pacific Northwest. Using farm-level agricultural census data, we study ...",Land Use Policy (2018),https://www.mendeley.com/catalogue/api/pdf/be1a3531-1df0-3452-980a-bfc9c44db1cf/?doi=10.1016%2Fj.landusepol.2018.07.030,https://www.mendeley.com/catalogue/adaptation-climate-change-via-adjustment-land-leasing-evidence-dryland-wheat-farms-pacific-northwest
10.1016/j.worlddev.2017.11.016,Adaptation to climate change: A review through a development economics lens,"David Castells-Quintana, Maria del Pilar Lopez-Uribe, Thomas K.J. McDermott",This paper looks at adaptation to climate change from the point of view of (poor) households. Since the development literature has firmly established the role of weather risk as a source of income volatility for ...,World Development (2018),https://www.mendeley.com/catalogue/api/pdf/59e449f8-c89a-3487-996a-6c59b6351554/?doi=10.1016%2Fj.worlddev.2017.11.016,https://www.mendeley.com/catalogue/adaptation-climate-change-review-through-development-economics-lens
10.1016/j.ppees.2019.02.002,Adaptation to climate in five eastern North America broadleaf deciduous species: Growth clines and evidence of the growth-cold tolerance trade-off,"Laura P. Leites, Gerald E. Rehfeldt, Kim C. Steiner",Clines in genetic variation along climate gradients documented for many species in temperate and boreal forests illustrate adaptation of forest tree populations to climate. Adaptation tends to involve balancing selection between high growth rates and ...,"Perspectives in Plant Ecology, Evolution and Systematics (2019)",https://www.mendeley.com/catalogue/api/pdf/0753d2b2-d3f7-3718-ada1-605ed9f1d155/?doi=10.1016%2Fj.ppees.2019.02.002,https://www.mendeley.com/catalogue/adaptation-climate-five-eastern-north-america-broadleaf-deciduous-species-growth-clines-evidence-gro
10.1016/j.ocecoaman.2018.07.017,"Adaptation to coastal flooding and inundation: Mitigations and migration pattern in Semarang City, Indonesia","Imam Buchori, Angrenggani Pramitasari, Agung Sugiri, Maryono Maryono, Yudi Basuki, Anang Wahyu Sejati","As a global issue, climate change has been significantly influencing coastal areas and causing changes in marine and terrestrial environments. The increase in sea-level rise (SLR), for example, has worsened the quality of life ...",Ocean and Coastal Management (2018),https://www.mendeley.com/catalogue/api/pdf/0ee25991-7169-3fb6-a9de-cd93a582d2d2/?doi=10.1016%2Fj.ocecoaman.2018.07.017,https://www.mendeley.com/catalogue/adaptation-coastal-flooding-inundation-mitigations-migration-pattern-semarang-city-indonesia
10.1016/j.agwat.2019.01.020,Adaptation to flood and salinity environments in the Vietnamese Mekong Delta: Empirical analysis of farmer-led innovations,"Thong Anh Tran, Tri Huu Nguyen, Thang Tat Vo","Agriculture is exposed to climatic impacts, especially in developing countries. Adaptation is the predominant practice that farming communities undertake to deal with these climate-induced challenges. While significant attention has been devoted to farmers’ adaptation ...",Agricultural Water Management (2019),https://www.mendeley.com/catalogue/api/pdf/929bcfb5-58ec-34aa-b594-534a56ed6c38/?doi=10.1016%2Fj.agwat.2019.01.020,https://www.mendeley.com/catalogue/adaptation-flood-salinity-environments-vietnamese-mekong-delta-empirical-analysis-farmerled-innovati-1
10.1016/j.scs.2019.101512,Adaptation to health outcomes of climate change and variability at the city level: An empirical decision support tool,Samraj Sahay,"Adaptation to health risk due to climate variability and change at the city level is inadequate, particularly in developing economies. Here, coping strategies with short-term benefits, adopted by the residents contribute significantly to their ...",Sustainable Cities and Society (2019),https://www.mendeley.com/catalogue/api/pdf/b020c245-5258-386a-a83f-7f1b4e290bd2/?doi=10.1016%2Fj.scs.2019.101512,https://www.mendeley.com/catalogue/adaptation-health-outcomes-climate-change-variability-city-level-empirical-decision-support-tool
